date,debits,credits,category,item,type,source,account
2025-04-08,6.0,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-04-09,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-09,2.97,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-09,3.4,0.0,Dining,DD/BR #339728 Q35 312-765-9952 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-04-09,34.35,0.0,Dining,HONG KONG RESTAURANT 55T CHICAGO IL,expense,discover,Discover Card
2025-04-10,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-11,1.5,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-04-14,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-15,13.26,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-15,4.64,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO IL,expense,discover,Discover Card
2025-04-15,30.68,0.0,Taxes & Government,CTYCHGO PARKNG TICK CHICAGO IL,expense,discover,Discover Card
2025-04-15,1.0,0.0,Taxes & Government,CTYCHGO*SERVICEFEE CHICAGO IL,expense,discover,Discover Card
2025-04-15,8.81,0.0,Shopping,MICROSOFT*MINECRAFT REAL MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-04-15,23.76,0.0,Dining,SQ *LA MICHOACANA DELI CHICAGO IL0002305843021839966779,expense,discover,Discover Card
2025-04-15,256.8,0.0,Health & Pharmacy,WALGREENS #5234 CHICAGO IL,expense,discover,Discover Card
2025-04-16,3.75,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-17,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 5949MVS1LQZNJLA0,expense,discover,Discover Card
2025-04-18,3.75,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-18,7.57,0.0,Groceries,CARNICERIA LA GLORIA CHICAGO IL,expense,discover,Discover Card
2025-04-19,37.54,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-21,3.69,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-21,4.18,0.0,Dining,DD/BR #339728 Q35 CHICAGO IL,expense,discover,Discover Card
2025-04-22,4.47,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-22,9.2,0.0,Dining,DUNKIN #354360 Q35 312-765-9952 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-04-23,4.89,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-24,4.25,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-25,4.64,0.0,Groceries,BURNHAM GROCERS LIQUORS CHICAGO IL,expense,discover,Discover Card
2025-04-25,28.9,0.0,Dining,DD *DOORDASH WINGSTOP 855-973-1040 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-04-25,4.18,0.0,Dining,DUNKIN #354360 Q35 312-765-9952 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-04-25,0.0,539.94,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-04-26,17.74,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-28,56.99,0.0,Groceries,DD *DOORDASH TARGET 855-973-1040 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-04-28,22.04,0.0,Shopping,GOOGLE *ROBLOX G.CO/HELPPAY#CAP1ANQFJB,expense,discover,Discover Card
2025-04-28,6.65,0.0,Dining,MCDONALD'S F335 CHICAGO IL,expense,discover,Discover Card
2025-04-29,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-29,3.74,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO IL,expense,discover,Discover Card
2025-04-29,29.95,0.0,Shopping,TU *TRANSUNION 800-493-3292 CA771736630,expense,discover,Discover Card
2025-04-30,3.53,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-04-30,11.1,0.0,Shopping,"GITHUB, INC. 8774484820 CA",expense,discover,Discover Card
2025-05-01,3.53,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-05-01,4.64,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO IL,expense,discover,Discover Card
2025-05-02,5.31,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-05-02,3.3,0.0,Dining,SQ *SWEET BEAN CHICAGO IL0002305843021949902262,expense,discover,Discover Card
2025-05-02,8.94,0.0,Dining,SQ *SWEET BEAN CHICAGO IL0002305843021949804291,expense,discover,Discover Card
2025-05-03,0.0,204.74,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-05-05,4.18,0.0,Dining,DUNKIN #359129 Q35 CHICAGO IL,expense,discover,Discover Card
2025-05-05,10.05,0.0,Dining,WINGSTOP 537 CHICAGO IL,expense,discover,Discover Card
2025-05-06,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-05-07,13.11,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-05-07,4.64,0.0,Groceries,BURNHAM GROCERS LIQUORS CHICAGO IL,expense,discover,Discover Card
2025-05-09,2.0,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-05-10,5.0,0.0,Dining,SQ *FRAN ARTE Y ESTILO CHICAGO IL0002305843022016477371,expense,discover,Discover Card
2025-05-10,75.43,0.0,Groceries,TARGET 00018796091 CHICAGO IL,expense,discover,Discover Card
2025-05-10,15.49,0.0,Health & Pharmacy,WALGREENS #5234 CHICAGO IL,expense,discover,Discover Card
2025-05-11,11.0,0.0,Shopping,BG GIFT SHOP INC CHICAGO IL,expense,discover,Discover Card
2025-05-11,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-05-11,17.32,0.0,Shopping,TOUS LES JOURS CHICAGO IL,expense,discover,Discover Card
2025-05-13,0.75,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-05-15,8.45,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-05-15,8.81,0.0,Shopping,MICROSOFT*MINECRAFT REAL MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-05-17,29.05,0.0,Groceries,TARGET 00018796091 CHICAGO IL,expense,discover,Discover Card
2025-05-18,3.35,0.0,Vending & Snacks,CTLP*CANTEEN VENDING S CHARLOTTE NC,expense,discover,Discover Card
2025-05-18,74.92,0.0,Shopping,ROSS STORES #1890 CHICAGO IL,expense,discover,Discover Card
2025-05-19,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-05-20,0.0,9.99,Shopping,AMAZON.COM AMZN.COM/BILLWA184J4XE10HP,expense,discover,Discover Card
2025-05-20,47.78,0.0,Shopping,AMAZON.COM*NW7YO8RG1 AMZN.COM/BILLWA5JWV2C3ZNH4,expense,discover,Discover Card
2025-05-20,0.83,0.0,Health & Pharmacy,WALGREENS #5356 CHICAGO IL,expense,discover,Discover Card
2025-05-20,3.39,0.0,Health & Pharmacy,WALGREENS #5356 CHICAGO IL,expense,discover,Discover Card
2025-05-23,10.0,0.0,Transit,VENTRA VENDING 03201 CHICAGO IL,expense,discover,Discover Card
2025-05-27,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 5949MVS1Q97078A0,expense,discover,Discover Card
2025-05-27,3.5,0.0,Vending & Snacks,CTLP*CBZ CONSULTING SE LEMONT IL,expense,discover,Discover Card
2025-05-27,29.0,0.0,Shopping,ETSY.COMUS BROOKLYN NY,expense,discover,Discover Card
2025-06-01,4.43,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-06-01,0.6,0.0,Shopping,ETSY.COMUS BROOKLYN NY,expense,discover,Discover Card
2025-06-02,1.5,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-06-02,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-06-02,0.0,399.33,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-06-02,5.0,0.0,Transit,VENTRA VENDING 11403 CHICAGO IL,expense,discover,Discover Card
2025-06-09,8.94,0.0,Dining,SQ *SWEET BEAN CHICAGO IL0002305843022213861826,expense,discover,Discover Card
2025-06-09,5.0,0.0,Transit,VENTRA MOBILE CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-13,19.48,0.0,Health & Pharmacy,WALGREENS #5234 CHICAGO IL,expense,discover,Discover Card
2025-06-14,0.0,3.99,Health & Pharmacy,WALGREENS #5234 CHICAGO IL,expense,discover,Discover Card
2025-06-15,8.81,0.0,Shopping,MICROSOFT MINECRAFT RE REDMOND WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-06-16,126.21,0.0,Groceries,TARGET 00018796091 CHICAGO IL,expense,discover,Discover Card
2025-06-16,5.0,0.0,Transit,VENTRA MOBILE CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-18,15.0,0.0,Taxes & Government,ACT*CPD 312-742-PLAY / 3127427529 IL,expense,discover,Discover Card
2025-06-18,15.0,0.0,Shopping,NTLREST SERVSAFE 3127151010 IL,expense,discover,Discover Card
2025-06-18,6.76,0.0,Dining,STARBUCKS STORE 02229 CHICAGO ILABEBC8916190661127,expense,discover,Discover Card
2025-06-18,5.0,0.0,Transit,VENTRA MOBILE CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-19,37.59,0.0,Shopping,PRIMARK CHICAGO STATE ST CHICAGO IL,expense,discover,Discover Card
2025-06-19,5.0,0.0,Transit,VENTRA MOBILE CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-19,4.39,0.0,Gas,7-ELEVEN 33912 CHICAGO IL,expense,discover,Discover Card
2025-06-20,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-06-20,6.71,0.0,Dining,DUNKIN #344965 Q35 CHICAGO IL,expense,discover,Discover Card
2025-06-20,20.0,0.0,Transit,VENTRA MOBILE CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-21,411.7,0.0,Shopping,THE HOME DEPOT #1986 CHICAGO IL,expense,discover,Discover Card
2025-06-22,7.65,0.0,Gas,7-ELEVEN 33912 CHICAGO IL,expense,discover,Discover Card
2025-06-23,6.32,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-06-24,6.2,0.0,Dining,STARBUCKS STORE 16696 CHICAGO IL05DD39F8F557714442,expense,discover,Discover Card
2025-06-25,3.73,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-06-26,4.18,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-06-26,2.09,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-27,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 5949MVS1TY79MQA0,expense,discover,Discover Card
2025-06-27,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-06-28,31.7,0.0,Gas,BP#2673000SOUTH PULASKI CHICAGO IL,expense,discover,Discover Card
2025-06-28,108.6,0.0,Groceries,TARGET 00018796091 CHICAGO IL,expense,discover,Discover Card
2025-06-29,5.66,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-06-30,4.39,0.0,Gas,BP#9732009R & S MINI BP CHICAGO IL,expense,discover,Discover Card
2025-07-01,85.47,0.0,Shopping,CVS/PHARMACY #02798 CHICAGO IL,expense,discover,Discover Card
2025-07-01,0.2,0.0,Shopping,ETSY.COMUS BROOKLYN NY,expense,discover,Discover Card
2025-07-01,0.0,909.62,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-07-02,18.29,0.0,Shopping,AMAZON.COM*N37VQ6S12 AMZN.COM/BILLWA16RNFRKBLVK,expense,discover,Discover Card
2025-07-03,12.4,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-05,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-07,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-07,7.49,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-07,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-09,4.65,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-09,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-10,3.95,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-10,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-10,3.75,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-07-10,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-11,0.0,18.0,Refund,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,income,discover,Discover Card
2025-07-11,0.0,131.48,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-07-12,3.95,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-12,70.94,0.0,Shopping,AMAZON.COM*NL1F25RA1 AMZN.COM/BILLWAFJJNW2X9FTS,expense,discover,Discover Card
2025-07-12,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-13,143.3,0.0,Shopping,AMAZON MKTPL*NR8888190 AMZN.COM/BILLWA27GLBB9AWLC,expense,discover,Discover Card
2025-07-13,35.03,0.0,Shopping,AMAZON.COM*NR9I91N81 AMZN.COM/BILLWA4BTW5Z5344O,expense,discover,Discover Card
2025-07-13,5.59,0.0,Dining,DUNKIN #344965 Q35 312-765-9952 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-13,16.22,0.0,Dining,TST* GIORDANO'S - PRUDEN CHICAGO IL,expense,discover,Discover Card
2025-07-13,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-14,28.38,0.0,Shopping,AMAZON.COM*MU54F9423 AMZN.COM/BILLWA22UGCZO3THE,expense,discover,Discover Card
2025-07-14,10.06,0.0,Dining,STARBUCKS STORE 16696 CHICAGO ILF8B1FE39E7D7678712,expense,discover,Discover Card
2025-07-15,6.55,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-07-15,1.51,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WA,expense,discover,Discover Card
2025-07-15,8.81,0.0,Shopping,MICROSOFT*MINECRAFT RE MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-07-16,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-16,8.59,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-16,6.47,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WA,expense,discover,Discover Card
2025-07-16,7.83,0.0,Dining,TST* GIORDANO'S - PRUDEN CHICAGO IL,expense,discover,Discover Card
2025-07-17,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-17,9.98,0.0,Dining,PEET'S #04904 CHICAGO IL01714R,expense,discover,Discover Card
2025-07-18,6.78,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WA,expense,discover,Discover Card
2025-07-18,33.99,0.0,Dining,STUDIO 51 CHICAGO IL,expense,discover,Discover Card
2025-07-20,3.63,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-20,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 5949MVS1XJTL6ZA0,expense,discover,Discover Card
2025-07-20,5.59,0.0,Dining,DUNKIN #344965 Q35 312-765-9952 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-21,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-21,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-07-22,14.38,0.0,Shopping,KLARNA* GLASSESUSA.CO 8445527621 OH,expense,discover,Discover Card
2025-07-22,11.92,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-23,2.71,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-25,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-07-25,18.71,0.0,Shopping,AMAZON.COM*411R87L83 AMZN.COM/BILLWA199AC8YBDG8,expense,discover,Discover Card
2025-07-25,3.0,0.0,Shopping,AMAZON.COM*N185O1QZ2 AMZN.COM/BILLWA5MPLS12UQ12,expense,discover,Discover Card
2025-07-25,10.38,0.0,Shopping,AMAZON.COM*OE8FK87Q3 AMZN.COM/BILLWA2CUGSOHJTPV,expense,discover,Discover Card
2025-07-25,0.0,12.83,Refund,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,income,discover,Discover Card
2025-07-25,0.0,517.98,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-07-25,4.35,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-07-26,17.35,0.0,Shopping,AMAZON.COM*HJ8VU3UF3 AMZN.COM/BILLWA5YHZLK6N3QJ,expense,discover,Discover Card
2025-07-26,3.67,0.0,Shopping,AMAZON.COM*LY7ZE95U3 AMZN.COM/BILLWA2LO6U7T8BD8,expense,discover,Discover Card
2025-07-26,30.81,0.0,Shopping,AMAZON.COM*V58UU4YV3 AMZN.COM/BILLWA5BLECJ6WG3X,expense,discover,Discover Card
2025-07-26,23.11,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-07-26,5.42,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WA,expense,discover,Discover Card
2025-07-26,36.85,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-07-27,2.1,0.0,Dining,NAYAX LLC HUNT VALLEY MD,expense,discover,Discover Card
2025-07-27,7.43,0.0,Dining,STARBUCKS 16696 CHICAGO IL,expense,discover,Discover Card
2025-07-28,44.58,0.0,Healthcare,EYE Q OPTIQUE CHICAGO IL,expense,discover,Discover Card
2025-07-28,15.23,0.0,Dining,STARBUCKS STORE 57238 CHICAGO IL034403529B5C672423,expense,discover,Discover Card
2025-07-28,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-29,2.58,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-07-29,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-07-30,20.27,0.0,Shopping,AMAZON MKTPL*T276A5IS3 AMZN.COM/BILLWA2NEJVA19QVX,expense,discover,Discover Card
2025-07-30,7.26,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-07-31,55.1,0.0,Shopping,AMAZON.COM*MS87F3X83 AMZN.COM/BILLWA4YKMFWTLGPV,expense,discover,Discover Card
2025-07-31,1.32,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-07-31,4.19,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-08-01,99.0,0.0,Shopping,BEST BUY 00003236295 CHICAGO IL,expense,discover,Discover Card
2025-08-01,1.52,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-01,10.91,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-01,3.07,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-01,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO IL,expense,discover,Discover Card
2025-08-02,20.0,0.0,Gas,AMOCO#2140000MMZ GAS & M CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-02,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-02,0.0,341.52,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-08-02,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-02,5.95,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-02,3.6,0.0,Dining,SQ *SPINCYCLE ON WESTE CHICAGO ILAPPLE PAY ENDING IN 59490002305843022580643011,expense,discover,Discover Card
2025-08-02,13.01,0.0,Dining,STARBUCKS STORE 66370 CHICAGO ILAPPLE PAY ENDING IN 5949799E823A8976736492,expense,discover,Discover Card
2025-08-02,6.37,0.0,Dining,TST*ART OF PIZZA ON ST CHICAGO ILAPPLE PAY ENDING IN 594900044253026907589705AA,expense,discover,Discover Card
2025-08-03,9.38,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-03,6.2,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-03,1.44,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-03,4.19,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-04,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-04,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-04,8.39,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-05,29.66,0.0,Shopping,AMAZON.COM*MM2GZ5LC3 AMZN.COM/BILLWA3B9T65SBPIV,expense,discover,Discover Card
2025-08-05,17.23,0.0,Dining,PRIYA 1 INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-06,5.14,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-06,2.81,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-06,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-08,14.39,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-08-08,20.14,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-08-08,1.1,0.0,Shopping,MICROSOFT*STORE MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-08-09,2.15,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-09,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-09,7.27,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-10,4.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-10,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-11,11.01,0.0,Shopping,AMAZON MKTPL*AH0BV3CW3 AMZN.COM/BILLWA74TDV55D2UT,expense,discover,Discover Card
2025-08-11,1.54,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-11,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-11,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-11,7.84,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-13,27.0,0.0,Dining,SQ *FRIO GELATO CHICAGO ILAPPLE PAY ENDING IN 59490002305843022641603940,expense,discover,Discover Card
2025-08-14,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-15,14.38,0.0,Shopping,KLARNA* KLARNA 8445527621 OH,expense,discover,Discover Card
2025-08-15,6.47,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-15,8.81,0.0,Shopping,MICROSOFT*MINECRAFT RE MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-08-16,7.76,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
